inchikey,smiles,mw,observed_as_reactant,observed_as_product,strict_starting_material_candidate,source_reaction_ids,source_files,classifications
RAAGZOYMEQDCTD-UHFFFAOYSA-N,O=C(Cl)c1ccccc1F,158.559,True,False,True,LIT_0297_v01,26-06-26 黄酮化合物的合成.md,reduction
NOBWZVGKQMASSS-UHFFFAOYSA-N,O=C(O)C(O)(Cc1ccccc1)c1ccccc1O,258.273,False,True,False,LIT_0081,26-06-25 黄酮化合物的性质.md,flavanone_synthesis
OFOBLEOULBTSOW-UHFFFAOYSA-N,O=C(O)CC(=O)O,104.061,True,False,True,LIT_0169,26-06-26 黄酮化合物的合成.md,deprotection
FOCAUTSVDIKZOP-UHFFFAOYSA-N,O=C(O)CCl,94.497,True,False,True,LIT_0121_v01;LIT_0121_v02,26-06-26 黄酮化合物的合成.md,literature_reaction
XQXPVVBIMDBYFF-UHFFFAOYSA-N,O=C(O)Cc1ccc(O)cc1,152.149,False,True,False,LIT_0072,26-06-25 黄酮化合物的性质.md,isoflavone_synthesis
GCUHRCUNPDMAIX-AWEZNQCLSA-N,O=C(O)[C@@H](COc1ccccc1)c1ccccc1,242.274,True,True,False,LIT_0213;LIT_0214,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
HDTVHQACSKPNHE-UHFFFAOYSA-N,O=C(O)c1c(O)cc(O)cc1C=Cc1ccc(O)cc1,272.256,True,True,False,LIT_0013;LIT_0014,26-06-18 黄酮化合物的生物合成.md,biosynthesis
IBHWREHFNDMRPR-UHFFFAOYSA-N,O=C(O)c1c(O)cc(O)cc1O,170.12,True,True,False,LIT_0068;LIT_0069,26-06-25 黄酮化合物的性质.md,flavonoid_synthesis
KKEYFWRCBNTPAC-UHFFFAOYSA-N,O=C(O)c1ccc(C(=O)O)cc1,166.132,False,True,False,LIT_0076,26-06-25 黄酮化合物的性质.md,chalcone_synthesis
YQUVCSBJEUQKSH-UHFFFAOYSA-N,O=C(O)c1ccc(O)c(O)c1,154.121,False,True,False,LIT_0084,26-06-25 黄酮化合物的性质.md,flavonoid_synthesis
FJKROLUGYXJWQN-UHFFFAOYSA-N,O=C(O)c1ccc(O)cc1,138.122,False,True,False,LIT_0082,26-06-25 黄酮化合物的性质.md,flavonoid_synthesis
UIAFKZKHHVMJGS-UHFFFAOYSA-N,O=C(O)c1ccc(O)cc1O,154.121,False,True,False,LIT_0077,26-06-25 黄酮化合物的性质.md,chalcone_synthesis
AQSCHALQLXXKKC-UHFFFAOYSA-N,O=C(O)c1ccc(OCc2ccccc2)cc1,228.247,True,True,False,LIT_0169;LIT_0170,26-06-26 黄酮化合物的合成.md,deprotection
WPYMKLBDIGXBTP-UHFFFAOYSA-N,O=C(O)c1ccccc1,122.123,False,True,False,LIT_0066;LIT_0074,26-06-25 黄酮化合物的性质.md,flavonoid_synthesis;isoflavone_synthesis
QFWLLPSGSRVCSU-UHFFFAOYSA-N,O=C(O)c1oc2ccccc2c(=O)c1-c1ccccc1,266.252,True,True,False,LIT_0187;LIT_0188,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
UZLTVNHMAAJFGJ-OQCRIDGZSA-N,O=C(O[C@H]1O[C@H](Br)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,645.458,True,False,True,LIT_0329,26-06-26 黄酮化合物的合成.md,glycosylation
NXZCETLYSWWPGL-HZWQLJEPSA-N,O=C(O[C@H]1[C@H](O[C@H]2C(Br)O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H]2OCc2ccccc2)OC[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1)c1ccccc1,957.867,True,False,True,LIT_0328,26-06-26 黄酮化合物的合成.md,flavonoid_synthesis
BRTHLYOGLZHYFR-UHFFFAOYSA-N,O=C(Oc1ccccc1CC(=O)c1c(O)cc(O)cc1O)c1ccccc1,364.353,True,True,False,LIT_0288;LIT_0289,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
XOYILUSNYUTCFM-UHFFFAOYSA-N,O=C(Oc1ccccc1[CH-]C(=O)c1c(O)cc(O)cc1O)c1ccccc1,363.345,True,True,False,LIT_0289;LIT_0290,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
ORCOTUBQRUWICQ-UHFFFAOYSA-N,O=C(S)C=Cc1ccc(O)cc1,180.228,True,False,True,LIT_0012,26-06-18 黄酮化合物的生物合成.md,biosynthesis
NTBTXCRZXRWNCY-UHFFFAOYSA-N,O=C(S)CC(=O)CC(=O)CC(=O)C=Cc1ccc(O)cc1,306.339,True,True,False,LIT_0012;LIT_0013;LIT_0015;LIT_0017,26-06-18 黄酮化合物的生物合成.md,biosynthesis
RMIOXHGESPBCDP-UHFFFAOYSA-N,O=C(S)CC(=O)CC(O)CC(=O)C=Cc1ccc(O)cc1,308.355,True,True,False,LIT_0017;LIT_0018,26-06-18 黄酮化合物的生物合成.md,biosynthesis
DQJIPLBLBSCDMP-UHFFFAOYSA-M,O=C([O-])CC(=O)S,119.121,True,False,True,LIT_0012,26-06-18 黄酮化合物的生物合成.md,biosynthesis
BVKZGUZCCUSVTD-UHFFFAOYSA-M,O=C([O-])O,61.016,False,True,False,LIT_0159;LIT_0312;LIT_0318,26-06-26 黄酮化合物的合成.md,flavonoid_synthesis;literature_reaction;oxidation
BVKZGUZCCUSVTD-UHFFFAOYSA-L,O=C([O-])[O-],60.008,True,False,True,LIT_0159;LIT_0312;LIT_0318,26-06-26 黄酮化合物的合成.md,flavonoid_synthesis;literature_reaction;oxidation
INIVJLVIXXOVLI-ZDUSSCGKSA-N,O=C(c1ccccc1O)[C@@H](CO)c1ccccc1,242.274,True,True,False,LIT_0215;LIT_0216,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
ZZINOVZILZHGHN-UHFFFAOYSA-N,O=C(c1ccccc1OCc1ccccc1)C1OC1c1ccccc1,330.383,True,False,True,LIT_0196,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
WTHRQTPREPZROJ-UHFFFAOYSA-M,O=C(c1ccccc1[O-])C1OC1c1ccccc1,239.25,True,True,False,LIT_0141;LIT_0142;LIT_0144,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
SYRURBPRFQUYQS-OXDZLRTNSA-N,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2c1ccc(O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O)c2O,448.38,False,True,False,LIT_0094,26-06-25 黄酮化合物的性质.md,chalcone_synthesis
OMUOMODZGKSORV-UVTDQMKNSA-N,O=C1/C(=C/c2ccccc2)Oc2ccccc21,222.243,True,True,False,LIT_0095;LIT_0097;LIT_0125_v01;LIT_0127,26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,chalcone_synthesis;flavanone_synthesis
ACQFMRMEJZFEIP-LGMDPLHJSA-N,O=C1/C(=C/c2ccccc2)Sc2c(OC(=O)N3CCCCC3)ccc(O)c21,381.453,False,True,False,LIT_0124,26-06-26 黄酮化合物的合成.md,oxidation
OMUOMODZGKSORV-UHFFFAOYSA-N,O=C1C(=Cc2ccccc2)Oc2ccccc21,222.243,False,True,False,LIT_0144,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
FTVWIRXFELQLPI-UHFFFAOYSA-N,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,272.256,True,False,True,LIT_0330,26-06-26 黄酮化合物的合成.md,o_glycosylation
FURUXTVZLHCCNA-UHFFFAOYSA-N,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,256.257,True,True,False,LIT_0075;LIT_0076;LIT_0077,26-06-25 黄酮化合物的性质.md,chalcone_synthesis
DNSJEYHFDFDSED-UHFFFAOYSA-N,O=C1CC(c2ccc(OCc3ccccc3)cc2)Oc2cc(O)cc(O)c21,362.381,False,True,False,LIT_0170,26-06-26 黄酮化合物的合成.md,deprotection
XQROCKZRCAVBQI-UHFFFAOYSA-N,O=C1CC(c2ccccc2)Oc2c(Cl)cccc21,258.704,False,True,False,LIT_0168_v04,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
ZONYXWQDUYMKFB-UHFFFAOYSA-N,O=C1CC(c2ccccc2)Oc2ccccc21,224.259,False,True,False,LIT_0164;LIT_0165;LIT_0166;LIT_0168_v01,26-06-26 黄酮化合物的合成.md,chalcone_synthesis;flavanone_synthesis
NXFRWZRYPVYJHD-UHFFFAOYSA-N,O=C1CC2(COc3ccccc32)Oc2ccccc21,252.269,True,True,False,LIT_0307;LIT_0308,26-06-26 黄酮化合物的合成.md,literature_reaction
MSTDXOZUKAQDRL-UHFFFAOYSA-N,O=C1CCOc2ccccc21,148.161,True,False,True,LIT_0200;LIT_0204;LIT_0300_v01,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis;literature_reaction
KLYMTKVJYHTFIA-UHFFFAOYSA-N,O=C1CSc2ccccc2C1,164.229,True,False,True,LIT_0296,26-06-26 黄酮化合物的合成.md,reduction
IHGCKNVCDRCGMY-UHFFFAOYSA-N,O=C1CSc2ccccc2C1C(=O)c1ccc(F)cc1F,304.317,True,True,False,LIT_0297_v02;LIT_0298_v02,26-06-26 黄酮化合物的合成.md,literature_reaction;reduction
YLIGAXGPUBFTLU-UHFFFAOYSA-N,O=C1CSc2ccccc2C1C(=O)c1ccccc1F,286.327,True,True,False,LIT_0297_v01;LIT_0298_v01,26-06-26 黄酮化合物的合成.md,literature_reaction;reduction
FTVWIRXFELQLPI-CYBMUJFWSA-N,O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,272.256,True,True,False,LIT_0016;LIT_0022_v02,26-06-18 黄酮化合物的生物合成.md,biosynthesis
FURUXTVZLHCCNA-CQSZACIVSA-N,O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)ccc21,256.257,True,True,False,LIT_0019;LIT_0022_v01,26-06-18 黄酮化合物的生物合成.md,biosynthesis
LUGJXPXULNJOFV-UHFFFAOYSA-N,O=C1C[CH]Oc2ccccc21,147.153,False,True,False,LIT_0179,26-06-26 黄酮化合物的合成.md,protection
OJOFMLDBXPDXLQ-SECBINFHSA-N,O=C1N[C@H](Cc2ccccc2)CO1,177.203,False,True,False,LIT_0274,26-06-26 黄酮化合物的合成.md,reduction
BUBVLQDEIIUIQG-LZQYHZOCSA-N,O=C1O[C@H](COCc2ccccc2)C(OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1,538.64,True,False,True,LIT_0335,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
AIIUVZXJSAAETG-UHFFFAOYSA-N,O=C1Oc2ccccc2C(=O)C1c1ccccc1,238.242,False,True,False,LIT_0218,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
UUISWLJHAJBRAA-UHFFFAOYSA-N,O=C1Oc2ccccc2C1=O,148.117,True,False,True,LIT_0240,26-06-26 黄酮化合物的合成.md,cyclization
GEMMHBOFVWHQFS-UHFFFAOYSA-N,O=C1Oc2ccccc2C2(O)c3ccccc3OC12,254.241,True,True,False,LIT_0244;LIT_0245,26-06-26 黄酮化合物的合成.md,cyclization;protection
GQLDCFFYJZPSBR-CYBMUJFWSA-N,O=C1[CH][C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,271.248,True,True,False,LIT_0022_v02;LIT_0024_v02,26-06-18 黄酮化合物的生物合成.md,biosynthesis
ADTCFQVIDNBRGJ-CQSZACIVSA-N,O=C1[CH][C@H](c2ccc(O)cc2)Oc2cc(O)ccc21,255.249,True,True,False,LIT_0022_v01;LIT_0023;LIT_0024_v01,26-06-18 黄酮化合物的生物合成.md,biosynthesis
UQOJAGBSKPHQOG-DOMZBBRYSA-N,O=C1c2c(O)cc(O)cc2O[C@H](O)[C@@H]1c1ccc(O)cc1,288.255,False,True,False,LIT_0025_v02,26-06-18 黄酮化合物的生物合成.md,biosynthesis
CXQWRCVTCMQVQX-LSDHHAIUSA-N,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,304.254,True,False,True,LIT_0037;LIT_0042,26-06-18 黄酮化合物的生物合成.md,biosynthesis
VXOUABOSQZMMCD-LLVKDONJSA-N,O=C1c2c(O)cc(O)cc2O[CH][C@@H]1c1ccc(O)cc1,271.248,True,True,False,LIT_0024_v02;LIT_0025_v02,26-06-18 黄酮化合物的生物合成.md,biosynthesis
GBXQPVFGDDHVEE-UHFFFAOYSA-N,O=C1c2ccc(F)cc2OC2CSc3ccccc3C12,286.327,False,True,False,LIT_0299_v02,26-06-26 黄酮化合物的合成.md,literature_reaction
YACUBWOKTPOMNW-UHFFFAOYSA-N,O=C1c2ccc(O)cc2OC(O)C1c1ccc(O)cc1,272.256,True,True,False,LIT_0190;LIT_0191,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
YACUBWOKTPOMNW-HIFRSBDPSA-N,O=C1c2ccc(O)cc2O[C@H](O)[C@@H]1c1ccc(O)cc1,272.256,False,True,False,LIT_0025_v01,26-06-18 黄酮化合物的生物合成.md,biosynthesis
YVGSTBOHRDVCGY-CYBMUJFWSA-N,O=C1c2ccc(O)cc2O[CH][C@@H]1c1ccc(O)cc1,255.249,True,True,False,LIT_0023;LIT_0024_v01;LIT_0025_v01,26-06-18 黄酮化合物的生物合成.md,biosynthesis
UMYRTGGSGAVEDO-UHFFFAOYSA-N,O=C1c2ccc(OCc3ccccc3)cc2OCC1c1ccccc1,330.383,False,True,False,LIT_0211,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
YKJSQORWFBUVBN-UHFFFAOYSA-N,O=C1c2ccccc2OC(O)(c2ccccc2)C1O,256.257,True,True,False,LIT_0098;LIT_0099,26-06-25 黄酮化合物的性质.md,flavanone_synthesis
YEDFEBOUHSBQBT-UHFFFAOYSA-N,O=C1c2ccccc2OC(c2ccccc2)C1O,240.258,True,True,False,LIT_0079;LIT_0098;LIT_0142;LIT_0143,26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,chalcone_synthesis;flavanone_synthesis
YMAFBYZMZOUTKO-UHFFFAOYSA-N,O=C1c2ccccc2OC2COc3ccccc3C12,252.269,False,True,False,LIT_0005;LIT_0295,26-06-18 黄酮化合物的生物合成.md;26-06-26 黄酮化合物的合成.md,biosynthesis;literature_reaction
IJLGGALFFLHRNA-UHFFFAOYSA-N,O=C1c2ccccc2OC2COc3ccccc3C12O,268.268,False,True,False,LIT_0005,26-06-18 黄酮化合物的生物合成.md,biosynthesis
ZYONBXQBNSQFOW-UHFFFAOYSA-N,O=C1c2ccccc2OC2CSc3ccccc3C12,268.337,False,True,False,LIT_0299_v01,26-06-26 黄酮化合物的合成.md,literature_reaction
IFASAFCJCFRZGL-UHFFFAOYSA-N,O=C1c2ccccc2OC2Oc3ccccc3C12O,254.241,True,True,False,LIT_0006;LIT_0007,26-06-18 黄酮化合物的生物合成.md,biosynthesis
PMNUENLNZXQCFE-UHFFFAOYSA-N,O=C1c2ccccc2OCC1(Sc1ccccc1)c1ccccc1,332.424,True,True,False,LIT_0206;LIT_0207;LIT_0208,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
OIYYTSQMQBWYPF-UHFFFAOYSA-N,O=C1c2ccccc2OCC1Sc1ccccc1,256.326,True,False,True,LIT_0206,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
RTRZOHKLISMNRD-UHFFFAOYSA-N,O=C1c2ccccc2OCC1c1ccccc1,224.259,False,True,False,LIT_0203;LIT_0205;LIT_0207;LIT_0217,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis;protection
WKZSXIUIQFNVOU-UHFFFAOYSA-N,O=C1c2ccccc2OCC1c1ccccc1O,240.258,True,False,True,LIT_0008,26-06-18 黄酮化合物的生物合成.md,biosynthesis
RTRZOHKLISMNRD-CYBMUJFWSA-N,O=C1c2ccccc2OC[C@@H]1c1ccccc1,224.259,False,True,False,LIT_0214;LIT_0216,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
ZYONBXQBNSQFOW-HIFRSBDPSA-N,O=C1c2ccccc2O[C@@H]2CSc3ccccc3[C@H]12,268.337,False,True,False,LIT_0311_v01,26-06-26 黄酮化合物的合成.md,literature_reaction
CURLTUGMZLYLDI-UHFFFAOYSA-N,O=C=O,44.009,True,True,False,LIT_0014;LIT_0195,26-06-18 黄酮化合物的生物合成.md;26-06-26 黄酮化合物的合成.md,biosynthesis;chalcone_synthesis
ZJJKIEIVGCTHDH-UHFFFAOYSA-N,O=CC(C(=O)c1ccc(O)cc1O)c1ccc(O)cc1,272.256,True,True,False,LIT_0189;LIT_0190,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
LLSWTJYLGSCKSP-UHFFFAOYSA-N,O=CC(CC(=O)c1ccccc1OCc1ccccc1)c1ccccc1,344.41,True,True,False,LIT_0196;LIT_0197,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
KJPRLNWUNMBNBZ-UHFFFAOYSA-N,O=CC=Cc1ccccc1,132.162,True,False,True,LIT_0106_v01;LIT_0106_v02;LIT_0106_v03;LIT_0106_v04;LIT_0106_v05;LIT_0106_v06;LIT_0106_v07;LIT_0106_v08;LIT_0106_v09;LIT_0106_v10;LIT_0106_v11;LIT_0106_v12;LIT_0106_v13;LIT_0106_v14;LIT_0106_v15;LIT_0106_v16;LIT_0106_v17;LIT_0106_v18,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
NMPVEAUIHMEAQP-UHFFFAOYSA-N,O=CCBr,122.949,True,False,True,LIT_0111,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
AKXKFZDCRYJKTF-UHFFFAOYSA-N,O=CCCO,74.079,True,True,False,LIT_0112;LIT_0114,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
WAIYBRXGKDUEQV-UHFFFAOYSA-N,O=CCCO[Si](Cl)(Cl)Cl,207.516,True,True,False,LIT_0112;LIT_0113,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
BDAGIHXWWSANSR-UHFFFAOYSA-N,O=CO,46.025,False,True,False,LIT_0071,26-06-25 黄酮化合物的性质.md,isoflavone_synthesis
VGGRCVDNFAQIKO-UHFFFAOYSA-N,O=COC=O,74.035,True,False,True,LIT_0186,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
NQGFNZGQTUVDDL-UHFFFAOYSA-N,O=Cc1c(O)cc(O)cc1OC(=O)c1ccccc1,258.229,True,False,True,LIT_0130,26-06-26 黄酮化合物的合成.md,literature_reaction
BEOBZEOPTQQELP-UHFFFAOYSA-N,O=Cc1ccc(C(F)(F)F)cc1,174.121,True,False,True,LIT_0101_v01;LIT_0101_v04;LIT_0101_v07;LIT_0101_v10;LIT_0101_v13;LIT_0101_v16;LIT_0101_v19;LIT_0101_v22;LIT_0101_v25;LIT_0101_v28;LIT_0101_v31;LIT_0101_v34,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
RGHHSNMVTDWUBI-UHFFFAOYSA-N,O=Cc1ccc(O)cc1,122.123,False,True,False,LIT_0077,26-06-25 黄酮化合物的性质.md,chalcone_synthesis
XDDLXZHBWVFPRG-UHFFFAOYSA-N,O=Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,318.372,True,False,True,LIT_0342,26-06-26 黄酮化合物的合成.md,deprotection
ZVTWZSXLLMNMQC-UHFFFAOYSA-N,O=Cc1ccc(OCc2ccccc2)cc1,212.248,True,False,True,LIT_0169,26-06-26 黄酮化合物的合成.md,deprotection
BXRFQSNOROATLV-UHFFFAOYSA-N,O=Cc1ccc([N+](=O)[O-])cc1,151.121,True,False,True,LIT_0101_v02;LIT_0101_v05;LIT_0101_v08;LIT_0101_v11;LIT_0101_v14;LIT_0101_v17;LIT_0101_v20;LIT_0101_v23;LIT_0101_v26;LIT_0101_v29;LIT_0101_v32;LIT_0101_v35,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
HUMNYLRZRPPJDN-UHFFFAOYSA-N,O=Cc1ccccc1,106.124,True,False,True,LIT_0100;LIT_0109;LIT_0120;LIT_0124;LIT_0147;LIT_0165,26-06-26 黄酮化合物的合成.md,chalcone_synthesis;literature_reaction;oxidation
SMQUZDBALVYZAC-UHFFFAOYSA-N,O=Cc1ccccc1O,122.123,True,False,True,LIT_0128;LIT_0217;LIT_0284,26-06-26 黄酮化合物的合成.md,deprotection;isoflavone_synthesis
MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,31.998,True,False,True,LIT_0098,26-06-25 黄酮化合物的性质.md,flavanone_synthesis
FIQMHBFVRAXMOP-UHFFFAOYSA-N,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,278.291,False,True,False,LIT_0269,26-06-26 黄酮化合物的合成.md,literature_reaction
IJBVVWJMILLZBQ-UHFFFAOYSA-N,O=S(=O)(C1=C(c2ccccc2)COc2cc(OCc3ccccc3)ccc21)c1ccccc1,454.547,True,True,False,LIT_0209;LIT_0210,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
ALEHFXXYPFUXSF-UHFFFAOYSA-N,O=S(=O)(C1=CCOc2cc(OCc3ccccc3)ccc21)c1ccccc1,378.449,True,False,True,LIT_0209,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
KMMHZIBWCXYAAH-UHFFFAOYSA-N,O=S(=O)(Cl)c1ccc(Br)cc1,255.52,True,False,True,LIT_0266,26-06-26 黄酮化合物的合成.md,literature_reaction
YRBRSDBYOZZSBW-UHFFFAOYSA-N,O=S(=O)(OCC(Cc1ccccc1O)c1ccccc1)c1ccc(Br)cc1,447.35,True,True,False,LIT_0266;LIT_0267,26-06-26 黄酮化合物的合成.md,literature_reaction;reduction
YRBRSDBYOZZSBW-UHFFFAOYSA-M,O=S(=O)(OCC(Cc1ccccc1[O-])c1ccccc1)c1ccc(Br)cc1,446.342,True,True,False,LIT_0267;LIT_0268,26-06-26 黄酮化合物的合成.md,literature_reaction;reduction
ITMCEJHCFYSIIV-UHFFFAOYSA-M,O=S(=O)([O-])C(F)(F)F,149.069,True,False,True,LIT_0110,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
PXACTUVBBMDKRW-UHFFFAOYSA-M,O=S(=O)([O-])c1ccc(Br)cc1,236.066,False,True,False,LIT_0268,26-06-26 黄酮化合物的合成.md,literature_reaction
VZJVWSHVAAUDKD-UHFFFAOYSA-N,O=[Mn](=O)(=O)([O-])[K+],158.032,True,False,True,LIT_0078,26-06-25 黄酮化合物的性质.md,chalcone_synthesis
NUJOXMJBOLGQSY-UHFFFAOYSA-N,O=[Mn]=O,86.936,True,False,True,LIT_0321,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
RMLMSMONVBVHNA-UHFFFAOYSA-M,O=[Mn]O,87.944,False,True,False,LIT_0321,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
ZNRGSYUVFVNSAW-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(B(O)O)c1,166.929,True,False,True,LIT_0105_v02,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
HKEAFJYKMMKDOR-KMYFDIKDSA-N,O=c1c(-c2ccc(O)cc2)coc2c(C3O[C@H](CO)C(O)[C@@H](O)[C@H]3O)c(O)ccc12,416.382,False,True,False,LIT_0336,26-06-26 黄酮化合物的合成.md,deprotection
TZBJGXHYKVUXJN-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,270.24,True,False,True,LIT_0332,26-06-26 黄酮化合物的合成.md,protection
ZQSIJRDFPHDXIC-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,254.241,True,True,False,LIT_0026;LIT_0027;LIT_0071;LIT_0191,26-06-18 黄酮化合物的生物合成.md;26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,biosynthesis;isoflavone_synthesis
UIOKKQFTCDULOI-FOCLMDBBSA-N,O=c1c(-c2ccccc2)c(/C=C/c2ccccc2)oc2ccccc12,324.379,True,False,True,LIT_0187,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
GOMNOOKGLZYEJT-UHFFFAOYSA-N,O=c1c(-c2ccccc2)coc2ccccc12,222.243,False,True,False,LIT_0073;LIT_0188;LIT_0195;LIT_0197;LIT_0202;LIT_0208,26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,chalcone_synthesis;isoflavone_synthesis
SZYDLZMCCKYZBP-UHFFFAOYSA-N,O=c1c(-c2ccccc2O)coc2ccccc12,238.242,True,False,True,LIT_0005;LIT_0006;LIT_0322,26-06-18 黄酮化合物的生物合成.md;26-06-26 黄酮化合物的合成.md,biosynthesis;isoflavone_synthesis
IQIGYNPOESZBDJ-UHFFFAOYSA-N,O=c1c(Br)coc2ccccc12,225.041,True,False,True,LIT_0202,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
REFJWTPEDVJJIY-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,302.238,True,False,True,LIT_0063,26-06-25 黄酮化合物的性质.md,isoflavone_synthesis
IYRMWMYZSQPJKC-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,286.239,False,True,False,LIT_0089,26-06-25 黄酮化合物的性质.md,glycosylation
OLOBGZVULCIQHX-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(OCc3ccccc3)cc2)oc2cc(O)cc(OS(=O)(=O)C(F)(F)F)c12,508.426,True,True,False,LIT_0325;LIT_0326,26-06-26 黄酮化合物的合成.md,flavonoid_synthesis;protection
VGAGVCNZXDQIQH-UHFFFAOYSA-L,O=c1c(O)c(-c2ccc3c(c2)O[Sr]O3)oc2cc(O)cc(O)c12,387.842,False,True,False,LIT_0063,26-06-25 黄酮化合物的性质.md,isoflavone_synthesis
HVQAJTFOCKOKIN-UHFFFAOYSA-N,O=c1c(O)c(-c2ccccc2)oc2ccccc12,238.242,False,True,False,LIT_0097;LIT_0099,26-06-25 黄酮化合物的性质.md,flavanone_synthesis
QBDVRNDHSCYYKA-UHFFFAOYSA-N,O=c1c2c(oc3cc(F)ccc13)CSc1ccccc1-2,284.311,True,True,False,LIT_0298_v02;LIT_0299_v02,26-06-26 黄酮化合物的合成.md,literature_reaction
HMCJSHNAURZDNI-UHFFFAOYSA-N,O=c1c2c(oc3cc(O)cc(O)c13)C(O)Oc1ccccc1-2,298.25,False,True,False,LIT_0294,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
BKGCOPQVCMBWMH-UHFFFAOYSA-N,O=c1c2c(oc3cc(O)ccc13)COc1ccccc1-2,266.252,False,True,False,LIT_0281,26-06-26 黄酮化合物的合成.md,literature_reaction
ZADJBJWEWKGQMY-UHFFFAOYSA-N,O=c1c2c(oc3cccc(O)c13)COc1ccccc1-2,266.252,False,True,False,LIT_0281,26-06-26 黄酮化合物的合成.md,literature_reaction
GTVAZVGTCAKMMT-UHFFFAOYSA-N,O=c1c2c(oc3ccccc13)COc1ccccc1-2,250.253,False,True,False,LIT_0005;LIT_0283;LIT_0308,26-06-18 黄酮化合物的生物合成.md;26-06-26 黄酮化合物的合成.md,biosynthesis;literature_reaction
IHZKXOKFQBCLHL-UHFFFAOYSA-N,O=c1c2c(oc3ccccc13)CSc1ccccc1-2,266.321,True,True,False,LIT_0298_v01;LIT_0299_v01,26-06-26 黄酮化合物的合成.md,literature_reaction
AYXIVUGNFYNBCP-UHFFFAOYSA-N,O=c1c2ccccc2oc2oc3ccccc3c12,236.226,False,True,False,LIT_0007;LIT_0322,26-06-18 黄酮化合物的生物合成.md;26-06-26 黄酮化合物的合成.md,biosynthesis;isoflavone_synthesis
