inchikey,smiles,mw,observed_as_reactant,observed_as_product,strict_starting_material_candidate,source_reaction_ids,source_files,classifications
LVGLGFFFCBJPSC-UHFFFAOYSA-N,C[C+](C)[C](O)Cc1ccccc1O,178.231,True,True,False,LIT_0057;LIT_0058;LIT_0059,26-06-21 黄酮类化合物立体化学.md,flavonoid_synthesis
DYCLVCOVNNPANH-KBXCAEBGSA-N,C[C@@H]([C@@H](O)c1ccccc1)N(C)C(=O)Cc1ccccc1,283.371,True,False,True,LIT_0212,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
VXXCSJZEOWNBFI-JCGIZDLHSA-N,C[C@@H]([C@@H](O)c1ccccc1)N(C)C(=O)[C@@H](CO)c1ccccc1,313.397,True,True,False,LIT_0212;LIT_0213;LIT_0215,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
PUPKKEQDLNREIM-RPSBXBBBSA-N,C[C@@H]1O[C@H](Oc2cc(O)c3c(=O)c(O[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,578.523,False,True,False,LIT_0327,26-06-26 黄酮化合物的合成.md,flavonoid_synthesis
HABATTAOXHSFQS-KDOFPFPSSA-N,C[C@@H]1[C@@H](c2ccccc2)N(C(=O)Cc2ccccc2)C(=O)N1C,308.381,True,True,False,LIT_0261;LIT_0262,26-06-26 黄酮化合物的合成.md,literature_reaction
FWFWBOIPDMXEBL-KDOFPFPSSA-N,C[C@@H]1[C@@H](c2ccccc2)N(C(=O)[CH-]c2ccccc2)C(=O)N1C,307.373,True,True,False,LIT_0262;LIT_0263,26-06-26 黄酮化合物的合成.md,literature_reaction
RYTYWYNJSQHUQH-YPMHNXCESA-N,C[C@@H]1[C@@H](c2ccccc2)N([Si](C)(C)C)C(=O)N1C,262.429,True,False,True,LIT_0260,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
BGPAZBKCZVVZGF-SCZZXKLOSA-N,C[C@@H]1[C@@H](c2ccccc2)NC(=O)N1C,190.246,False,True,False,LIT_0264,26-06-26 黄酮化合物的合成.md,reduction
BGPAZBKCZVVZGF-SCZZXKLOSA-M,C[C@@H]1[C@@H](c2ccccc2)[N-]C(=O)N1C,189.238,True,True,False,LIT_0260;LIT_0261,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis;literature_reaction
UCHFKICXRLDNQA-TUBBDSOKSA-N,C[C@H]1O[C@@H](O[C@H]2Cc3c(OCc4ccccc4)cc(OCc4ccccc4)cc3O[C@@H]2c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)C1OCc1ccccc1,1067.288,False,True,False,LIT_0333,26-06-26 黄酮化合物的合成.md,flavonoid_synthesis
LLMHMVBHQLATPD-MHAMCKPWSA-N,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](CO)O[C@H](Oc3cc(O)c(C(=O)C=Cc4ccc(O)cc4)c(O)c3)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,580.539,True,True,False,LIT_0020_v01;LIT_0021_v01,26-06-18 黄酮化合物的生物合成.md,biosynthesis
YLFRLTFTSXMSQA-MHAMCKPWSA-N,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](CO)O[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,582.555,False,True,False,LIT_0021_v01,26-06-18 黄酮化合物的生物合成.md,biosynthesis
NEUHVHWAWAEHDL-DAXYICLTSA-N,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](CO)O[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,580.539,True,False,True,LIT_0020_v01,26-06-18 黄酮化合物的生物合成.md,biosynthesis
HQNOUCSPWAGQND-FJKPBZLMSA-N,C[C@H]1O[C@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)[C@@H](O)[C@@H](O)[C@@H]1O,432.381,True,True,False,LIT_0088;LIT_0089,26-06-25 黄酮化合物的性质.md,glycosylation
WFDCFOGFWKJBMJ-GWEQUVLNSA-N,C[C@H]1O[C@H](Oc2cc(O)c3c(=O)c(O[C@H]4OC(CO)(CO)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@@H](O)[C@@H](O)[C@@H]1O,564.496,True,False,True,LIT_0088,26-06-25 黄酮化合物的性质.md,glycosylation
HFDSRPIZLNFESV-TZKAHBFUSA-N,C[C@H]1O[C@H](Oc2cc(O)c3c(=O)c(O[C@H]4O[C@@H](CO)[C@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](OC(=O)/C=C/c5ccc(O)c(O)c5)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@@H](O)[C@@H](O)[C@@H]1O,918.807,True,False,True,LIT_0090,26-06-25 黄酮化合物的性质.md,flavonoid_synthesis
NBTOZLQBSIZIKS-UHFFFAOYSA-N,C[O-],31.034,True,False,True,LIT_0292,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
YRYSAWZMIRQUBO-UHFFFAOYSA-N,C[S+](C)(C)=O,93.171,True,False,True,LIT_0282,26-06-26 黄酮化合物的合成.md,biosynthesis
IYYIVELXUANFED-UHFFFAOYSA-N,C[Si](C)(C)Br,153.095,True,False,True,LIT_0106_v02,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
HIMDAUBVPAULQV-UHFFFAOYSA-N,C[Si](C)(C)C(CC(=O)c1ccccc1)c1ccccc1,282.459,False,True,False,LIT_0106_v01;LIT_0106_v02;LIT_0106_v03,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
BEQHDXLWXLSLTE-UHFFFAOYSA-N,C[Si](C)(C)CCOCc1c(-c2ccccc2Br)oc2ccccc12,403.392,True,True,False,LIT_0237;LIT_0238,26-06-26 黄酮化合物的合成.md,literature_reaction
PHMOUQZDAZMQSN-UHFFFAOYSA-N,C[Si](C)(C)CCOc1ccccc1C#Cc1ccccc1Br,373.366,True,False,True,LIT_0237,26-06-26 黄酮化合物的合成.md,literature_reaction
IJOOHPMOJXWVHK-UHFFFAOYSA-N,C[Si](C)(C)Cl,108.644,True,False,True,LIT_0106_v01,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
CTIKAHQFRQTTAY-UHFFFAOYSA-N,C[Si](C)(C)F,92.189,False,True,False,LIT_0260,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
CSRZQMIRAZTJOY-UHFFFAOYSA-N,C[Si](C)(C)I,200.095,True,False,True,LIT_0106_v03,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
FFUAGWLWBBFQJT-UHFFFAOYSA-N,C[Si](C)(C)N[Si](C)(C)C,161.397,False,True,False,LIT_0272,26-06-26 黄酮化合物的合成.md,literature_reaction
HARFKCMCSPIJOS-UHFFFAOYSA-N,C[Si](C)(C)OC(=C=Cc1ccccc1)c1ccccc1,280.443,True,True,False,LIT_0115;LIT_0116,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
JGOXHBQQHSNOSY-UHFFFAOYSA-N,C[Si](C)(C)OC(C#Cc1ccccc1)c1ccccc1,280.443,True,False,True,LIT_0115,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
XGIUDIMNNMKGDE-UHFFFAOYSA-N,C[Si](C)(C)[N-][Si](C)(C)C,160.389,True,False,True,LIT_0272,26-06-26 黄酮化合物的合成.md,literature_reaction
KHUYNEGVRHQZFE-UHFFFAOYSA-N,Cc1cc(C)c(O)c(C(=O)C#Cc2ccccc2)c1,250.297,True,True,False,LIT_0157_v03;LIT_0158_v03,26-06-26 黄酮化合物的合成.md,flavonoid_cyclization;flavonoid_synthesis
VIWVYEACVYXHRW-UHFFFAOYSA-N,Cc1cc(C)c2c(c1)C(=O)CC(c1ccccc1)O2,252.313,False,True,False,LIT_0168_v06,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
SIXVURZOAATBIB-UHFFFAOYSA-N,Cc1cc(C)c2oc(-c3ccccc3)cc(=O)c2c1,250.297,False,True,False,LIT_0158_v03,26-06-26 黄酮化合物的合成.md,flavonoid_cyclization
HLAVFFZBDCMXSK-UHFFFAOYSA-N,Cc1cc(Cl)c2c(c1)C(=O)CC(c1ccccc1)O2,272.731,False,True,False,LIT_0168_v08,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
YLFZCPKKJFLGEG-UHFFFAOYSA-N,Cc1cc(O)c(CC2OC2(C)C)cc1C,206.285,False,True,False,LIT_0002,26-06-15 黄酮化合物的结构.md,flavonoid_synthesis
YXUNHCRNYHAVRF-UHFFFAOYSA-N,Cc1ccc(C(=O)C=Cc2ccc(Br)cc2)cc1,301.183,False,True,False,LIT_0107_v18,26-06-26 黄酮化合物的合成.md,biosynthesis
WSEZVGWJTWBTQK-UHFFFAOYSA-N,Cc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,256.732,False,True,False,LIT_0107_v15,26-06-26 黄酮化合物的合成.md,biosynthesis
SSXZWAYXQSKEMV-UHFFFAOYSA-N,Cc1ccc(C(=O)C=Cc2ccccc2)cc1,222.287,False,True,False,LIT_0107_v12,26-06-26 黄酮化合物的合成.md,biosynthesis
ARGVABDJPRRAQI-UHFFFAOYSA-N,Cc1ccc(C=CC(=O)Cl)cc1,180.634,True,False,True,LIT_0107_v20;LIT_0107_v21;LIT_0107_v22,26-06-26 黄酮化合物的合成.md,biosynthesis
DTEBZGKINVACPT-UHFFFAOYSA-N,Cc1ccc(C=CC(=O)c2ccc(C)cc2)cc1,236.314,False,True,False,LIT_0107_v21,26-06-26 黄酮化合物的合成.md,biosynthesis
XNLFHCPVTULKIV-UHFFFAOYSA-N,Cc1ccc(C=CC(=O)c2ccccc2)cc1,222.287,False,True,False,LIT_0107_v20,26-06-26 黄酮化合物的合成.md,biosynthesis
FXLOVSHXALFLKQ-UHFFFAOYSA-N,Cc1ccc(C=O)cc1,120.151,True,False,True,LIT_0101_v03;LIT_0101_v06;LIT_0101_v09;LIT_0101_v12;LIT_0101_v15;LIT_0101_v18;LIT_0101_v21;LIT_0101_v24;LIT_0101_v27;LIT_0101_v30;LIT_0101_v33;LIT_0101_v36,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
JIONXXHMDHBECT-UHFFFAOYSA-N,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,214.264,True,False,True,LIT_0051,26-06-21 黄酮化合物研究进展（1）：黄酮类化合物.md,flavonoid_synthesis
MTIDYGLTAOZOGU-UHFFFAOYSA-N,Cc1ccc(O)c(Br)c1,187.036,True,False,True,LIT_0258_v02,26-06-26 黄酮化合物的合成.md,methylation
BAQRKYBZLSRAST-UHFFFAOYSA-N,Cc1ccc(O)c(C(=O)C#Cc2ccccc2)c1,236.27,True,True,False,LIT_0157_v02;LIT_0158_v02,26-06-26 黄酮化合物的合成.md,flavonoid_cyclization;flavonoid_synthesis
SYTNVISESKCPFQ-UHFFFAOYSA-N,Cc1ccc(O)c(C2(C)C=CC(=O)C=C2)c1,214.264,True,False,True,LIT_0052,26-06-21 黄酮化合物研究进展（1）：黄酮类化合物.md,flavonoid_synthesis
YCOXTKKNXUZSKD-UHFFFAOYSA-N,Cc1ccc(O)cc1C,122.167,True,False,True,LIT_0001,26-06-15 黄酮化合物的结构.md,flavonoid_synthesis
KIMXSUWGEQFARB-UHFFFAOYSA-N,Cc1ccc(OC(=O)C#Cc2ccccc2)c(C)c1,250.297,True,False,True,LIT_0157_v03,26-06-26 黄酮化合物的合成.md,flavonoid_synthesis
MDZSDTBQPQPGPG-UHFFFAOYSA-N,Cc1ccc(OC(=O)C#Cc2ccccc2)cc1,236.27,True,False,True,LIT_0157_v02,26-06-26 黄酮化合物的合成.md,flavonoid_synthesis
LHEXHRLLKCURRX-UHFFFAOYSA-N,Cc1ccc(OC(C#CBr)c2ccccc2)c(C)c1,315.21,True,True,False,LIT_0167_v06;LIT_0168_v06,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
JQFCUVVLRVSULX-UHFFFAOYSA-N,Cc1ccc(OC(C#CBr)c2ccccc2)c(Cl)c1,335.628,True,True,False,LIT_0167_v08;LIT_0168_v08,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
GPMPJSDGWADXBC-UHFFFAOYSA-N,Cc1ccc(OC(C#CBr)c2ccccc2)cc1,301.183,True,True,False,LIT_0167_v05;LIT_0168_v05,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
UUEOVZXBOIDJER-UHFFFAOYSA-N,Cc1ccc(Oc2cc(C)ccc2O)cc1,214.264,True,False,True,LIT_0050,26-06-21 黄酮化合物研究进展（1）：黄酮类化合物.md,flavanone_synthesis
FEVALTJSQBFLEU-UHFFFAOYSA-N,Cc1ccc(S(C)=O)cc1,154.234,True,False,True,LIT_0181,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
QGCPQXQKINGYLD-INIZCTEOSA-N,Cc1ccc([C@@H]2CCc3cc(C)ccc3O2)cc1,238.33,False,True,False,LIT_0259_v02,26-06-26 黄酮化合物的合成.md,methylation
ZWGBWSBTCXFQGO-INIZCTEOSA-N,Cc1ccc([C@H](CCI)Oc2ccc(C)cc2Br)cc1,445.138,True,True,False,LIT_0258_v02;LIT_0259_v02,26-06-26 黄酮化合物的合成.md,methylation
IZUQCQFYZFHAHD-GFCCVEGCSA-N,Cc1ccc([C@H](O)CC(=O)OC(C)(C)C)cc1,236.311,True,False,True,LIT_0256_v02,26-06-26 黄酮化合物的合成.md,reduction
YYYRDHXJOVMXFM-SNVBAGLBSA-N,Cc1ccc([C@H](O)CCI)cc1,276.117,True,True,False,LIT_0257_v02;LIT_0258_v02,26-06-26 黄酮化合物的合成.md,methylation;reduction
PTXIOWUPCBAQBY-SNVBAGLBSA-N,Cc1ccc([C@H](O)CCO)cc1,166.22,True,True,False,LIT_0256_v02;LIT_0257_v02,26-06-26 黄酮化合物的合成.md,reduction
BTQWFEVKJXMNQE-UHFFFAOYSA-N,Cc1ccc2c(c1)C(=O)CC(c1ccccc1)O2,238.286,False,True,False,LIT_0168_v05,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
NOQJBXPAMJLUSS-UHFFFAOYSA-N,Cc1ccc2oc(-c3ccccc3)cc(=O)c2c1,236.27,False,True,False,LIT_0158_v02,26-06-26 黄酮化合物的合成.md,flavonoid_cyclization
NMDDSMMNEXHQAG-UHFFFAOYSA-N,Cc1cccc2c1OC(c1ccccc1)CC2=O,238.286,False,True,False,LIT_0168_v02,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
IIZYQXIRZFJJHJ-UHFFFAOYSA-N,Cc1ccccc1OC(C#CBr)c1ccccc1,301.183,True,True,False,LIT_0167_v02;LIT_0168_v02,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
VEXZGXHMUGYJMC-UHFFFAOYSA-N,Cl,36.461,True,True,False,LIT_0061;LIT_0266;LIT_0291;LIT_0317,26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,chalcone_synthesis;isoflavone_synthesis;literature_reaction
SBYMUDUGTIKLCR-UHFFFAOYSA-N,ClC=Cc1ccccc1,138.597,True,False,True,LIT_0106_v16,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
AWGTVRDHKJQFAX-UHFFFAOYSA-M,Cl[Hg]c1ccccc1,313.149,True,False,True,LIT_0205,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
ZDHXKXAHOVTTAH-UHFFFAOYSA-N,Cl[SiH](Cl)Cl,135.453,True,False,True,LIT_0111,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
WDNAQQJUMPVRGM-AWEZNQCLSA-N,Clc1ccc([C@@H]2CCc3cc(Cl)ccc3O2)cc1,279.166,False,True,False,LIT_0259_v03,26-06-26 黄酮化合物的合成.md,methylation
HQBNGSFTHVAYQI-AWEZNQCLSA-N,Clc1ccc([C@H](CCI)Oc2ccc(Cl)cc2Br)cc1,485.974,True,True,False,LIT_0258_v03;LIT_0259_v03,26-06-26 黄酮化合物的合成.md,methylation
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,112.559,True,False,True,LIT_0117,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
GKNYJFLAJXAGAK-UHFFFAOYSA-N,Clc1ccccc1OC(C#CBr)c1ccccc1,321.601,True,True,False,LIT_0167_v04;LIT_0168_v04,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
WTEOIRVLGSZEPR-UHFFFAOYSA-N,FB(F)F,67.806,True,False,True,LIT_0128,26-06-26 黄酮化合物的合成.md,deprotection
OZPOYKXYJOHGCW-UHFFFAOYSA-N,IC=Cc1ccccc1,230.048,True,False,True,LIT_0106_v18,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
QGZKDVFQNNGYKY-UHFFFAOYSA-N,N,17.031,False,True,False,LIT_0288,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
UBNBCSBRENCIIS-RAXLEYEMSA-M,N#C/C(=C/C(=O)c1ccccc1[O-])c1ccccc1,248.261,True,True,False,LIT_0095;LIT_0096,26-06-25 黄酮化合物的性质.md,chalcone_synthesis;flavonoid_synthesis
WMWRBGOAZXDIDN-UHFFFAOYSA-N,N#CCc1ccccc1O,133.15,True,True,False,LIT_0285;LIT_0286,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
HMJTVLHTRUCIJR-UHFFFAOYSA-N,N#CCc1ccccc1OC(=O)c1ccccc1,237.258,True,True,False,LIT_0287;LIT_0288,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
WMWRBGOAZXDIDN-UHFFFAOYSA-M,N#CCc1ccccc1[O-],132.142,True,True,False,LIT_0286;LIT_0287,26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
MCLSJEPWSZDVOD-UHFFFAOYSA-N,N#Cc1c(-c2ccccc2)oc2ccccc2c1=O,247.253,False,True,False,LIT_0163,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
MQWLUYVHADZGGE-FEEDHTTJSA-N,N=C(O[C@H]1O[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)C(OCc2ccccc2)[C@H]1OCc1ccccc1)C(Cl)(Cl)Cl,671.017,True,False,True,LIT_0341,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
RTWNYYOXLSILQN-UHFFFAOYSA-N,NCN,46.073,True,False,True,LIT_0085,26-06-25 黄酮化合物的性质.md,flavonoid_synthesis
XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,18.015,True,True,False,LIT_0063;LIT_0140;LIT_0142;LIT_0143;LIT_0194;LIT_0195;LIT_0235;LIT_0243;LIT_0245;LIT_0250;LIT_0252;LIT_0253;LIT_0254;LIT_0255;LIT_0265;LIT_0286;LIT_0288;LIT_0291;LIT_0315;LIT_0316,26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,chalcone_synthesis;deprotection;isoflavone_synthesis;literature_reaction;protection;reduction
GSYSDOGYMLPXOU-UVTDQMKNSA-N,O=C(/C(O)=C/c1ccccc1)c1ccccc1O,240.258,True,True,False,LIT_0079;LIT_0080,26-06-25 黄酮化合物的性质.md,flavanone_synthesis
XMHYCXUMEUYFJK-LGAQINRGSA-N,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1O,610.524,False,True,False,LIT_0091,26-06-25 黄酮化合物的性质.md,glycosylation
LNKYRMNIZJTWPR-VMQPOZAHSA-N,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@@H](O)[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@@H](CO)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O,772.665,True,True,False,LIT_0090;LIT_0091,26-06-25 黄酮化合物的性质.md,flavonoid_synthesis;glycosylation
XGEYXJDOVMEJNG-GKONUYDESA-N,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)c(O)c1O,450.396,True,False,True,LIT_0094,26-06-25 黄酮化合物的性质.md,chalcone_synthesis
DXDRHHKMWQZJHT-FPYGCLRLSA-N,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,256.257,True,False,True,LIT_0075,26-06-25 黄酮化合物的性质.md,chalcone_synthesis
NBFNGRDFKUJVIN-VAWYXSNFSA-N,O=C(/C=C/c1ccccc1)Oc1ccccc1,224.259,True,False,True,LIT_0166,26-06-26 黄酮化合物的合成.md,flavanone_synthesis
AETKQQBRKSELEL-ZHACJKMWSA-N,O=C(/C=C/c1ccccc1)c1ccccc1O,224.259,True,False,True,LIT_0125_v01;LIT_0140;LIT_0164,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
AETKQQBRKSELEL-ZHACJKMWSA-M,O=C(/C=C/c1ccccc1)c1ccccc1[O-],223.251,True,True,False,LIT_0140;LIT_0141,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
DQFBYFPFKXHELB-QXMHVHEDSA-N,O=C(/C=C\c1ccccc1)c1ccccc1,208.26,False,True,False,LIT_0116,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
ULZSMWXWSVFSKN-UHFFFAOYSA-N,O=C(C#CCOc1ccccc1)c1ccccc1O,252.269,True,False,True,LIT_0295,26-06-26 黄酮化合物的合成.md,literature_reaction
OMTQTUQJEBMYQE-UHFFFAOYSA-N,O=C(C1=CCOc2ccccc21)c1ccccc1O,252.269,True,False,True,LIT_0295,26-06-26 黄酮化合物的合成.md,literature_reaction
AECSAQDTRXPSSU-UHFFFAOYSA-N,O=C(C1=CCSc2ccccc21)c1ccccc1O,268.337,True,True,False,LIT_0310_v01;LIT_0311_v01,26-06-26 黄酮化合物的合成.md,literature_reaction
JFARWEWTPMAQHW-UHFFFAOYSA-N,O=C(C=Cc1ccc(Br)cc1)c1ccccc1,287.156,False,True,False,LIT_0107_v17,26-06-26 黄酮化合物的合成.md,biosynthesis
ABGIIXRNMHUKII-UHFFFAOYSA-N,O=C(C=Cc1ccc(Cl)cc1)c1ccccc1,242.705,False,True,False,LIT_0107_v14,26-06-26 黄酮化合物的合成.md,biosynthesis
YQHMWTPYORBCMF-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)cc1)c1c(O)cc(O)cc1O,272.256,True,True,False,LIT_0015;LIT_0016,26-06-18 黄酮化合物的生物合成.md,biosynthesis
DXDRHHKMWQZJHT-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,256.257,True,True,False,LIT_0018;LIT_0019,26-06-18 黄酮化合物的生物合成.md,biosynthesis
PBGSCTPDAVCTBJ-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1cccc(C(F)(F)F)c1,276.257,False,True,False,LIT_0105_v04,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
MJXRQBATDWPDNF-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1cccc([N+](=O)[O-])c1,253.257,False,True,False,LIT_0105_v02,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
DQFBYFPFKXHELB-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1ccccc1,208.26,True,True,False,LIT_0003;LIT_0060;LIT_0100;LIT_0105_v01;LIT_0107_v01;LIT_0107_v11;LIT_0109,26-06-15 黄酮化合物的结构.md;26-06-21 黄酮类化合物立体化学.md;26-06-26 黄酮化合物的合成.md,biosynthesis;chalcone_synthesis;flavonoid_cyclization;flavonoid_synthesis
WLHWYWTVMPZGJG-UHFFFAOYSA-N,O=C(CC(=O)c1c(O)cc(O)cc1O)c1ccccc1,272.256,True,True,False,LIT_0065;LIT_0066;LIT_0068,26-06-25 黄酮化合物的性质.md,flavonoid_synthesis
OABFIJGAEVKMJP-UHFFFAOYSA-N,O=C(CC(=O)c1ccccc1O)c1ccccc1,240.258,True,True,False,LIT_0070;LIT_0137;LIT_0156_v06,26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,flavonoid_synthesis;protection
NOMBLBHKMWLWTQ-UHFFFAOYSA-N,O=C(CC(C=Cc1ccccc1)c1ccccc1)c1ccccc1,312.412,False,True,False,LIT_0106_v16;LIT_0106_v17;LIT_0106_v18,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
QYBJSUYYMXLWIU-UHFFFAOYSA-N,O=C(CCc1ccccc1O)c1ccccc1,226.275,False,True,False,LIT_0104,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
KQCMATLOONBARE-UHFFFAOYSA-N,O=C(COc1ccccc1-c1coc2ccccc2c1=O)On1ccccc1=S,405.431,True,False,True,LIT_0283,26-06-26 黄酮化合物的合成.md,biosynthesis
KLFCJXAPIFIIFR-UHFFFAOYSA-N,O=C(Cc1ccc(O)cc1)c1ccc(O)cc1O,244.246,True,True,False,LIT_0071;LIT_0072;LIT_0189,26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,isoflavone_synthesis
YXNCZVIRTPTGDP-UHFFFAOYSA-N,O=C(Cc1ccccc1)C(=O)c1ccccc1O,240.258,True,True,False,LIT_0080;LIT_0081,26-06-25 黄酮化合物的性质.md,flavanone_synthesis
VGHVJQXWDXRTRJ-UHFFFAOYSA-N,O=C(Cc1ccccc1)c1ccccc1O,212.248,True,False,True,LIT_0073;LIT_0186;LIT_0192;LIT_0203,26-06-25 黄酮化合物的性质.md;26-06-26 黄酮化合物的合成.md,chalcone_synthesis;isoflavone_synthesis;protection
WOGITNXCNOTRLK-VOTSOKGWSA-N,O=C(Cl)/C=C/c1ccccc1,166.607,True,False,True,LIT_0145,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
YLABICHHIYWLQM-UHFFFAOYSA-N,O=C(Cl)C=Cc1ccc(Br)cc1,245.503,True,False,True,LIT_0107_v17;LIT_0107_v18;LIT_0107_v19,26-06-26 黄酮化合物的合成.md,biosynthesis
ZFOVCSTVYYYRSU-UHFFFAOYSA-N,O=C(Cl)C=Cc1ccc(Cl)cc1,201.052,True,False,True,LIT_0107_v14;LIT_0107_v15;LIT_0107_v16,26-06-26 黄酮化合物的合成.md,biosynthesis
WOGITNXCNOTRLK-UHFFFAOYSA-N,O=C(Cl)C=Cc1ccccc1,166.607,True,False,True,LIT_0105_v01;LIT_0105_v02;LIT_0105_v03;LIT_0105_v04;LIT_0105_v05;LIT_0105_v06;LIT_0105_v07;LIT_0105_v08;LIT_0107_v11;LIT_0107_v12;LIT_0107_v13,26-06-26 黄酮化合物的合成.md,biosynthesis;chalcone_synthesis
IHBVNSPHKMCPST-UHFFFAOYSA-N,O=C(Cl)CCBr,171.421,True,False,True,LIT_0102,26-06-26 黄酮化合物的合成.md,chalcone_synthesis
VMZCDNSFRSVYKQ-UHFFFAOYSA-N,O=C(Cl)Cc1ccccc1,154.596,True,False,True,LIT_0261,26-06-26 黄酮化合物的合成.md,literature_reaction
JSWRVDNTKPAJLB-UHFFFAOYSA-N,O=C(Cl)c1ccc(F)cc1F,176.549,True,False,True,LIT_0297_v02,26-06-26 黄酮化合物的合成.md,reduction
PASDCCFISLVPSO-UHFFFAOYSA-N,O=C(Cl)c1ccccc1,140.569,True,False,True,LIT_0135;LIT_0137;LIT_0138;LIT_0287,26-06-26 黄酮化合物的合成.md,flavonoid_cyclization;flavonoid_synthesis;isoflavone_synthesis;protection
